  -3.0000  0.000000
  -2.9750  0.000000
  -2.9500  0.000000
  -2.9250  0.000000
  -2.9000  0.000000
  -2.8750  0.000000
  -2.8500  0.000000
  -2.8250  0.000000
  -2.8000  0.000000
  -2.7750  0.000000
  -2.7500  0.000000
  -2.7250  0.000000
  -2.7000  0.000000
  -2.6750  0.000000
  -2.6500  0.000000
  -2.6250  0.000000
  -2.6000  0.000000
  -2.5750  0.007136
  -2.5500  0.011068
  -2.5250  0.022736
  -2.5000  0.030904
  -2.4750  0.038100
  -2.4500  0.049037
  -2.4250  0.061342
  -2.4000  0.072781
  -2.3750  0.082328
  -2.3500  0.090586
  -2.3250  0.099213
  -2.3000  0.108487
  -2.2750  0.117990
  -2.2500  0.127569
  -2.2250  0.136960
  -2.2000  0.145798
  -2.1750  0.153832
  -2.1500  0.160875
  -2.1250  0.166500
  -2.1000  0.170834
  -2.0750  0.174235
  -2.0500  0.176552
  -2.0250  0.177735
  -2.0000  0.178297
  -1.9750  0.179286
  -1.9500  0.181103
  -1.9250  0.183184
  -1.9000  0.185421
  -1.8750  0.188123
  -1.8500  0.191246
  -1.8250  0.194184
  -1.8000  0.196491
  -1.7750  0.198374
  -1.7500  0.200323
  -1.7250  0.202543
  -1.7000  0.204819
  -1.6750  0.206836
  -1.6500  0.208268
  -1.6250  0.209129
  -1.6000  0.210048
  -1.5750  0.211453
  -1.5500  0.213125
  -1.5250  0.214748
  -1.5000  0.216079
  -1.4750  0.217026
  -1.4500  0.217724
  -1.4250  0.218442
  -1.4000  0.219385
  -1.3750  0.220385
  -1.3500  0.221122
  -1.3250  0.221382
  -1.3000  0.220934
  -1.2750  0.219869
  -1.2500  0.218875
  -1.2250  0.218485
  -1.2000  0.218618
  -1.1750  0.218684
  -1.1500  0.218520
  -1.1250  0.218709
  -1.1000  0.219666
  -1.0750  0.221246
  -1.0500  0.222780
  -1.0250  0.223894
  -1.0000  0.224679
  -0.9750  0.225087
  -0.9500  0.224889
  -0.9250  0.224204
  -0.9000  0.223538
  -0.8750  0.223074
  -0.8500  0.222975
  -0.8250  0.223514
  -0.8000  0.224371
  -0.7750  0.224985
  -0.7500  0.225244
  -0.7250  0.225488
  -0.7000  0.225941
  -0.6750  0.226588
  -0.6500  0.227491
  -0.6250  0.228690
  -0.6000  0.230019
  -0.5750  0.231157
  -0.5500  0.231727
  -0.5250  0.231701
  -0.5000  0.231326
  -0.4750  0.230797
  -0.4500  0.230150
  -0.4250  0.229535
  -0.4000  0.229181
  -0.3750  0.229084
  -0.3500  0.229227
  -0.3250  0.229370
  -0.3000  0.229339
  -0.2750  0.229164
  -0.2500  0.229054
  -0.2250  0.229206
  -0.2000  0.229509
  -0.1750  0.229896
  -0.1500  0.230298
  -0.1250  0.230685
  -0.1000  0.231062
  -0.0750  0.231311
  -0.0500  0.231387
  -0.0250  0.231484
   0.0000  0.232010
   0.0250  0.232882
   0.0500  0.233650
   0.0750  0.234023
   0.1000  0.233903
   0.1250  0.233446
   0.1500  0.232917
   0.1750  0.232350
   0.2000  0.231660
   0.2250  0.230952
   0.2500  0.230377
   0.2750  0.229947
   0.3000  0.229766
   0.3250  0.229799
   0.3500  0.229858
   0.3750  0.229946
   0.4000  0.229928
   0.4250  0.229654
   0.4500  0.229360
   0.4750  0.229355
   0.5000  0.229668
   0.5250  0.229984
   0.5500  0.230000
   0.5750  0.229799
   0.6000  0.229419
   0.6250  0.228837
   0.6500  0.228253
   0.6750  0.227961
   0.7000  0.227977
   0.7250  0.227896
   0.7500  0.227628
   0.7750  0.227488
   0.8000  0.227416
   0.8250  0.227202
   0.8500  0.226746
   0.8750  0.225938
   0.9000  0.224724
   0.9250  0.223180
   0.9500  0.221675
   0.9750  0.220874
   1.0000  0.220977
   1.0250  0.221483
   1.0500  0.222041
   1.0750  0.222605
   1.1000  0.223115
   1.1250  0.223607
   1.1500  0.224047
   1.1750  0.224180
   1.2000  0.223728
   1.2250  0.222597
   1.2500  0.220936
   1.2750  0.219085
   1.3000  0.217296
   1.3250  0.215691
   1.3500  0.214402
   1.3750  0.213445
   1.4000  0.212642
   1.4250  0.211903
   1.4500  0.211206
   1.4750  0.210444
   1.5000  0.209448
   1.5250  0.208183
   1.5500  0.207014
   1.5750  0.206202
   1.6000  0.205448
   1.6250  0.204428
   1.6500  0.203277
   1.6750  0.202366
   1.7000  0.201988
   1.7250  0.202004
   1.7500  0.201929
   1.7750  0.201628
   1.8000  0.201152
   1.8250  0.200220
   1.8500  0.198629
   1.8750  0.196560
   1.9000  0.194237
   1.9250  0.191755
   1.9500  0.188853
   1.9750  0.185216
   2.0000  0.181037
   2.0250  0.176977
   2.0500  0.173524
   2.0750  0.170636
   2.1000  0.168141
   2.1250  0.165735
   2.1500  0.162141
   2.1750  0.156496
   2.2000  0.148936
   2.2250  0.140165
   2.2500  0.130760
   2.2750  0.121016
   2.3000  0.111297
   2.3250  0.101770
   2.3500  0.092252
   2.3750  0.082601
   2.4000  0.072941
   2.4250  0.063195
   2.4500  0.052198
   2.4750  0.041729
   2.5000  0.030100
   2.5250  0.020783
   2.5500  0.014214
   2.5750  0.005026
   2.6000  0.005612
   2.6250  0.000000
   2.6500  0.000000
   2.6750  0.000000
   2.7000  0.000000
   2.7250  0.000000
   2.7500  0.000000
   2.7750  0.000000
   2.8000  0.000000
   2.8250  0.000000
   2.8500  0.000000
   2.8750  0.000000
   2.9000  0.000000
   2.9250  0.000000
   2.9500  0.000000
   2.9750  0.000000
   3.0000  0.000000
